,CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount,mean_nb_tx_per_day,available_terminals,nb_terminals
224,224,86.67885432590955,62.77347561952844,43.135655184024394,21.567827592012197,1.6667670276348439,"[np.int64(40), np.int64(52), np.int64(209)]",3
225,225,81.08386151289514,34.81919427465201,25.08820559932929,12.544102799664644,0.23753275202315693,"[np.int64(68), np.int64(207)]",2
226,226,87.60268479205742,91.854645119035,16.411417305530218,8.205708652765109,1.3378949659844594,"[np.int64(12), np.int64(97), np.int64(114), np.int64(140), np.int64(155), np.int64(170)]",6
227,227,17.537206951524386,11.589846882587974,90.48734058500287,45.243670292501434,0.22750903658142185,"[np.int64(2), np.int64(55), np.int64(106), np.int64(210)]",4
228,228,98.04856634690069,9.645086069738419,87.02971167339065,43.514855836695325,2.266024427956651,[],0
229,229,36.791748781787334,34.23423766251579,76.94959360758233,38.474796803791165,1.2582931800171488,[np.int64(135)],1
230,230,65.73189166171419,51.732608351608015,51.071736290016695,25.535868145008347,3.6046486825966464,[np.int64(33)],1
231,231,55.46450586202596,82.68616030486949,73.92948573964149,36.964742869820746,0.1542289842359934,"[np.int64(63), np.int64(143), np.int64(197)]",3
232,232,77.31100525054192,21.687025009104065,90.7992164508993,45.39960822544965,0.17169676243532805,"[np.int64(67), np.int64(158)]",2
233,233,33.307203447431874,9.973294723475401,50.18096612306016,25.09048306153008,3.280089743479007,"[np.int64(147), np.int64(148)]",2
234,234,29.81873596630641,15.09348973110416,36.37536839120543,18.187684195602714,3.255520567682544,"[np.int64(24), np.int64(180)]",2
235,235,14.038395779934687,22.73624490775018,11.540936626870526,5.770468313435263,2.8228401759584307,[np.int64(9)],1
236,236,39.52332435363368,31.083997714331602,73.26950708240943,36.63475354120472,1.343910169361021,[np.int64(135)],1
237,237,72.77712732144181,81.51993953143135,25.677970128485153,12.838985064242577,3.8952747873839333,"[np.int64(18), np.int64(96), np.int64(130)]",3
238,238,16.235794791266677,29.084090665674257,22.080552629186453,11.040276314593227,1.3820226254253378,"[np.int64(64), np.int64(110)]",2
239,239,48.006088782075565,52.21758690021191,86.09257401814584,43.04628700907292,3.557791635263466,"[np.int64(115), np.int64(199), np.int64(216)]",3
240,240,22.010386078090637,62.289403218575245,15.59212544337798,7.79606272168899,1.8358794407282732,"[np.int64(78), np.int64(93), np.int64(225)]",3
241,241,32.23335380466181,31.65007454536064,50.8455029626496,25.4227514813248,2.91931054211707,[],0
242,242,6.91826587923895,87.91733376874045,74.8073085899033,37.40365429495165,0.7059975555562406,[],0
243,243,93.91609090873703,50.631222402338864,99.9818149211117,49.99090746055585,0.7890378972029506,[np.int64(16)],1
244,244,53.490819838320135,29.02480425599284,33.89648795197842,16.94824397598921,2.3642615233359607,[],0
245,245,92.17190668708332,80.52638555791751,73.77443285762595,36.88721642881298,2.236695128406809,[np.int64(200)],1
246,246,92.22985036674477,49.236140669088414,88.01405694179823,44.007028470899115,3.335926575506527,[],0
247,247,21.383534680158654,77.12254629659103,6.156259909609583,3.0781299548047913,1.29131815019235,"[np.int64(77), np.int64(195)]",2
248,248,22.95674446919498,50.68629584873135,75.00105035967462,37.50052517983731,0.3907054697908965,"[np.int64(80), np.int64(157), np.int64(166)]",3
249,249,51.49222019367684,93.84120216943856,26.721422343379825,13.360711171689912,2.7085645764456965,[np.int64(94)],1
250,250,59.28802707811576,1.006369565609333,50.20348860643616,25.10174430321808,2.8350815637641946,"[np.int64(66), np.int64(74), np.int64(220)]",3
251,251,4.39754320240906,87.95214830237302,54.40773458038894,27.20386729019447,0.12264419330287168,[],0
252,252,22.44136119208402,95.3675696427313,60.32037463994526,30.16018731997263,0.42989027107521816,[],0
253,253,28.75445022805615,45.67036258604842,6.990256580434394,3.495128290217197,1.6464620544550352,[],0
254,254,48.94586354346981,24.36778752812322,60.92070502773873,30.460352513869363,3.0129604783687074,[],0
255,255,23.58342241056355,62.04999002799877,65.76411308155545,32.882056540777725,3.794161204515364,"[np.int64(93), np.int64(225)]",2
256,256,77.82761672964438,84.8345269790006,51.58989130144614,25.79494565072307,0.7413943479175313,"[np.int64(130), np.int64(150), np.int64(171)]",3
257,257,99.5815292959635,12.93557610386996,49.78844533865521,24.894222669327604,0.2723723969684264,[],0
258,258,94.38508573508196,96.49249408484395,73.34196089037749,36.670980445188746,1.3999713745206757,"[np.int64(97), np.int64(104), np.int64(226)]",3
259,259,25.438240111762433,26.53033245370474,17.0929324149071,8.54646620745355,2.1032358123068917,"[np.int64(26), np.int64(176), np.int64(192), np.int64(203)]",4
260,260,14.18172757014775,31.67306665534563,64.53711521611496,32.26855760805748,2.9101744383629993,"[np.int64(64), np.int64(110)]",2
261,261,2.4272704622061214,43.011598437673996,66.9518365100032,33.4759182550016,3.4129839046340513,[np.int64(123)],1
262,262,47.532478221208244,96.92058717176852,30.23509201643749,15.117546008218746,0.05403482650687552,"[np.int64(43), np.int64(202)]",2
263,263,48.37528647017362,25.611379502001796,83.2531788422011,41.62658942110055,0.9310906887244483,[],0
264,264,31.06292182913063,79.12274310191123,72.9386089424092,36.4693044712046,2.23220494662905,"[np.int64(21), np.int64(139)]",2
265,265,70.49480619227595,41.86368635700265,5.504454523393441,2.7522272616967207,0.04542051404877023,"[np.int64(31), np.int64(133)]",2
266,266,51.122178757368665,8.329097971899923,9.852170616079395,4.926085308039697,3.8620665565498933,[np.int64(27)],1
267,267,85.90026396580586,15.202722720956952,5.063100766069427,2.5315503830347135,3.7666711815590257,[np.int64(35)],1
268,268,27.83252983201143,18.58976028554975,70.69327024399585,35.34663512199793,0.4356149553653048,"[np.int64(180), np.int64(229)]",2
269,269,26.46495980028003,97.50946802120465,65.74896357503097,32.874481787515485,2.082711165930214,[],0
270,270,39.791861483493776,77.4500954884202,18.390960269750906,9.195480134875453,3.8693512081479287,"[np.int64(119), np.int64(198), np.int64(214)]",3
271,271,86.11230080657867,61.76569825692433,9.076088088243026,4.538044044121513,2.803422597790951,"[np.int64(40), np.int64(52), np.int64(209)]",3
272,272,91.32843408854808,52.457706747862595,38.65135807358996,19.32567903679498,0.4811093799178785,"[np.int64(16), np.int64(100), np.int64(181)]",3
273,273,75.49011041375682,88.50218512118062,14.523915687205616,7.261957843602808,3.0359382190093678,"[np.int64(58), np.int64(130)]",2
274,274,1.7060486259097507,96.70549180772196,63.43051196033414,31.71525598016707,2.2097562359665326,"[np.int64(53), np.int64(108), np.int64(125)]",3
275,275,29.59498335889278,92.92916715697834,30.261034596995145,15.130517298497573,3.3125864528667797,"[np.int64(42), np.int64(112), np.int64(120)]",3
276,276,98.5108679337132,78.33966455148058,54.304042436711015,27.152021218355507,0.2642970554066877,"[np.int64(20), np.int64(200)]",2
277,277,47.241378917107305,43.82559469717036,24.265623912764546,12.132811956382273,1.6943505468572178,"[np.int64(215), np.int64(216)]",2
278,278,35.77578840803387,16.368426115164848,46.930543616586185,23.465271808293092,1.0511998252979562,[np.int64(37)],1
279,279,52.20624206822644,3.516005971619418,91.091984879792,45.545992439896,3.2654572220794242,"[np.int64(27), np.int64(66), np.int64(74), np.int64(221)]",4
280,280,55.25813325105046,85.18085827572432,96.42753201202605,48.213766006013024,0.44208917621064225,"[np.int64(63), np.int64(113), np.int64(197)]",3
281,281,63.08318084098038,99.79940009356586,98.84947108668499,49.42473554334249,2.4132919691629784,[],0
282,282,12.802087045081667,58.31928309905282,5.196140379570063,2.5980701897850316,0.7956453386674385,[np.int64(163)],1
283,283,95.612315955996,33.04405726028439,65.64706004881012,32.82353002440506,1.1234379785289708,[np.int64(38)],1
284,284,94.78218871115895,72.85587299494868,36.3168599702342,18.1584299851171,3.1670456847214834,"[np.int64(20), np.int64(56)]",2
285,285,10.816552447633764,39.23189400654594,26.01572213450127,13.007861067250635,2.734905789104185,"[np.int64(15), np.int64(30), np.int64(89), np.int64(204)]",4
286,286,10.244628177193038,39.70258322826741,31.28172436987301,15.640862184936505,2.0253716772952166,"[np.int64(15), np.int64(30), np.int64(89), np.int64(204)]",4
287,287,34.989768050387895,70.6410577667011,7.334817309161776,3.667408654580888,2.53594768522363,[np.int64(11)],1
288,288,23.057128969382003,26.870902875684934,81.02428234043474,40.51214117021737,3.8222735759216833,"[np.int64(26), np.int64(176), np.int64(192), np.int64(203)]",4
289,289,31.65502100270866,82.68052703690756,14.879129607267144,7.439564803633572,2.5359266120295327,"[np.int64(139), np.int64(168)]",2
290,290,75.10322995349188,15.597792803445653,45.470226828608254,22.735113414304127,3.570828656995926,[np.int64(219)],1
291,291,10.357846344837219,1.809635820147515,61.105611009553705,30.552805504776853,1.7421261621237338,[np.int64(13)],1
292,292,79.86892488839027,92.34555382041066,33.41959623166253,16.709798115831266,1.5536164686764211,"[np.int64(10), np.int64(58), np.int64(114), np.int64(223)]",4
293,293,48.627208632931485,58.81514604352993,98.46611381975359,49.233056909876794,2.789321003320206,"[np.int64(46), np.int64(115), np.int64(117), np.int64(190)]",4
294,294,38.95485073455688,26.376768645046212,94.73944325010179,47.36972162505089,0.5421937324340256,[np.int64(47)],1
295,295,72.0265852504758,92.53950252924406,68.14323072077167,34.071615360385834,1.6922177606644846,"[np.int64(58), np.int64(124)]",2
296,296,19.8990939925484,36.74753222519273,72.1528218949116,36.0764109474558,2.5981368967011873,"[np.int64(3), np.int64(110)]",2
297,297,92.7976166598358,86.68609136593749,82.534321465305,41.2671607326525,3.645803501403049,"[np.int64(79), np.int64(155), np.int64(222)]",3
298,298,27.63371527370494,36.95235401396495,41.08992085967165,20.544960429835825,2.241802354839121,[],0
299,299,66.8218229542771,28.671668304039432,6.848934394383533,3.4244671971917664,1.5968895346316372,"[np.int64(17), np.int64(88), np.int64(141)]",3
300,300,30.852795955440047,94.21847190180479,89.38517885168413,44.692589425842066,3.4412427133736783,"[np.int64(85), np.int64(112), np.int64(120)]",3
301,301,65.2999760945243,34.42891646989389,57.14068040293395,28.570340201466976,3.260900162865491,"[np.int64(17), np.int64(177)]",2
302,302,9.861036872281105,80.10748802553047,8.912080176171557,4.4560400880857785,3.265684124857423,"[np.int64(36), np.int64(111)]",2
303,303,80.75638041598735,5.100730882875581,64.58026758887654,32.29013379443827,2.009812297251589,"[np.int64(109), np.int64(167), np.int64(174)]",3
304,304,16.981950317171467,14.837893767737565,78.4596169763672,39.2298084881836,2.2707709953473763,"[np.int64(55), np.int64(106), np.int64(224)]",3
305,305,98.29991349165324,98.22477772883441,99.3033643791053,49.65168218955265,0.47446207346306357,[],0
306,306,93.82561369639623,24.45696090205628,48.53016467706814,24.26508233853407,3.0296262232869036,[],0
307,307,20.3620932077232,56.63116055543299,22.65259108146959,11.326295540734796,0.4189444267251732,[np.int64(78)],1
308,308,11.655861242959853,35.76390348482188,5.4422094995324315,2.7211047497662157,1.699415684806758,[],0
309,309,66.4197105081149,40.16881850039887,13.150487049384337,6.575243524692168,0.2507554480945622,"[np.int64(31), np.int64(133)]",2
310,310,27.81165127648617,16.931269054360076,96.6840224557071,48.34201122785355,0.60492089989634,"[np.int64(24), np.int64(180), np.int64(229)]",3
311,311,80.54624374049966,58.610794174114474,59.08225739850796,29.54112869925398,2.0483228636951383,"[np.int64(122), np.int64(209)]",2
312,312,97.1763076113951,36.38447750916378,79.85199634061824,39.92599817030912,2.2211764298678385,[np.int64(38)],1
313,313,39.56336676257261,95.54659333057809,61.84001708964528,30.92000854482264,0.47566776858405424,"[np.int64(43), np.int64(105), np.int64(126)]",3
314,314,41.75392009968566,78.15817276816077,70.90596720772531,35.452983603862656,3.665361319346297,"[np.int64(119), np.int64(198), np.int64(214)]",3
315,315,25.937738414152022,75.81937163538238,48.68814470247949,24.344072351239745,2.2944389878672617,"[np.int64(21), np.int64(77), np.int64(92)]",3
316,316,95.5046681006283,97.92863199891774,86.85114157292854,43.42557078646427,1.436388350921185,[],0
317,317,88.77008357273198,63.8609177641413,45.849694144717745,22.924847072358872,0.14297073000193494,"[np.int64(40), np.int64(52), np.int64(101)]",3
318,318,77.01281241915822,50.2105580724113,79.68790744918077,39.843953724590385,2.9920911973730795,[np.int64(193)],1
319,319,79.3567368048352,30.065115869676685,81.07586691142494,40.53793345571247,2.1953853138646693,"[np.int64(116), np.int64(207)]",2
320,320,47.33262004491432,67.5125913820757,7.029074879143089,3.5145374395715443,0.4092672635503769,[],0
321,321,29.2177365167522,98.29901099578396,18.275848992170722,9.137924496085361,1.3223852030368413,[np.int64(85)],1
322,322,5.105306469192361,33.12688802927263,35.430997218529,17.7154986092645,3.7872286837780886,"[np.int64(89), np.int64(187)]",2
323,323,84.51540869957203,38.27642192427715,7.353060513728623,3.6765302568643117,3.324124455981513,"[np.int64(51), np.int64(68), np.int64(208), np.int64(217)]",4
324,324,66.05361771445402,15.236448365130972,99.62677074596779,49.813385372983895,0.4009337496964922,[np.int64(189)],1
325,325,86.71145415936628,29.426616412968897,46.35857930088992,23.17928965044496,3.1818261071052585,"[np.int64(23), np.int64(132)]",2
326,326,67.75083559940103,93.78643744440392,64.0083309187364,32.0041654593682,0.391240645916211,[np.int64(124)],1
327,327,88.43603632419503,76.91555249885911,72.6276928348656,36.3138464174328,0.21493418941494147,[np.int64(69)],1
328,328,39.6222744661744,16.743581945953924,83.08087129874755,41.54043564937378,2.802114491271451,[np.int64(37)],1
329,329,88.30775973191352,96.6575106924164,78.60102334828737,39.300511674143685,3.9769323328830484,"[np.int64(97), np.int64(170), np.int64(226)]",3
330,330,61.476988614429885,3.7129603891447815,6.353893939278109,3.1769469696390544,1.3684155008151548,[np.int64(220)],1
331,331,82.34717190675372,86.6134706324731,96.2771902381544,48.1385951190772,0.2604858741952736,"[np.int64(114), np.int64(150), np.int64(171)]",3
332,332,4.457111098766409,91.32835963670337,33.97943634447185,16.989718172235925,2.231949602438531,"[np.int64(53), np.int64(108)]",2
333,333,98.24448830007098,40.04485347359233,68.25778283943478,34.12889141971739,1.6035182545279412,[],0
334,334,76.81946644627797,52.77147255728658,27.564698108703222,13.782349054351611,1.0852244050338649,[],0
335,335,25.805921253840726,53.23203282585608,71.80295652148811,35.90147826074406,3.7971196001725684,"[np.int64(80), np.int64(166)]",2
336,336,69.40873750829799,78.11928439623907,21.047981007133735,10.523990503566868,1.4962505000293027,[np.int64(96)],1
337,337,41.37802198582661,68.6380230000473,33.109737755802996,16.554868877901498,1.2131676856786644,"[np.int64(0), np.int64(5)]",2
338,338,35.58891546408681,81.03020815432322,59.87105855411813,29.935529277059064,0.30110911933093787,[np.int64(139)],1
339,339,7.824609969046881,37.12869442824993,77.82614980758504,38.91307490379252,2.754733705914722,"[np.int64(30), np.int64(89), np.int64(187)]",3
340,340,70.79823546511867,76.7210066054097,32.279507724201295,16.139753862100648,2.193025127768352,"[np.int64(96), np.int64(227)]",2
341,341,54.33526403167696,73.96325011799493,95.9027040650364,47.9513520325182,1.1119597791818636,"[np.int64(87), np.int64(144), np.int64(145)]",3
342,342,79.32816727570481,65.99705485232624,60.12259773202871,30.061298866014354,3.0995191173896077,"[np.int64(122), np.int64(206), np.int64(209)]",3
343,343,94.40324664280993,3.669141786941299,19.003009738755964,9.501504869377982,3.025148926004463,[np.int64(218)],1
344,344,8.379135291008454,51.61237007410931,25.886773780952662,12.943386890476331,1.097182815371006,"[np.int64(32), np.int64(83), np.int64(194)]",3
345,345,70.18404829444162,3.0192773268711615,87.96534565068085,43.98267282534042,1.77791582140908,[],0
346,346,50.23932939071011,54.00479636936919,66.32670798505193,33.16335399252596,1.3794263464909924,"[np.int64(115), np.int64(199)]",2
347,347,10.110749056349134,31.837893666617656,20.973501212167932,10.486750606083966,2.2245327178018957,[np.int64(64)],1
348,348,31.802863096038646,95.80671779934349,96.74475640812666,48.37237820406333,2.480503522272966,"[np.int64(85), np.int64(112)]",2
349,349,61.7497267667286,98.5378564567106,89.29189936734267,44.64594968367133,3.06027979663256,"[np.int64(65), np.int64(99)]",2
350,350,31.35906117427012,36.55390281180764,24.120342747282216,12.060171373641108,1.9485925076694985,[],0
351,351,99.03685221395796,91.21509530115888,16.24319623184956,8.12159811592478,0.1007611571620246,[np.int64(222)],1
352,352,89.86376684082661,53.71701279487075,24.018039379803337,12.009019689901669,2.6946130783385414,"[np.int64(48), np.int64(62), np.int64(181)]",3
353,353,64.422317792982,12.208560683646718,29.662022182273855,14.831011091136928,0.24031185725303184,[],0
354,354,20.986047387014196,13.230567485306288,23.35744778508283,11.678723892541415,2.741868583652468,"[np.int64(55), np.int64(106), np.int64(161)]",3
355,355,4.949974426106774,10.185461524821648,17.746495617437326,8.873247808718663,1.266164483832536,"[np.int64(71), np.int64(72), np.int64(211)]",3
356,356,29.87503108519409,25.50637853166394,76.30098207607955,38.150491038039775,3.9920911510324024,[np.int64(176)],1
357,357,53.397792362879585,94.4202717913942,42.67796065197614,21.33898032598807,0.42672978721085375,[np.int64(94)],1
358,358,40.87738294698373,29.612777341469332,51.87366141747192,25.93683070873596,2.6281747076656927,[np.int64(135)],1
359,359,46.10502191524082,93.51605120778255,89.05265811844109,44.526329059220544,2.8079103806647887,"[np.int64(43), np.int64(202)]",2
360,360,48.968491236454916,13.168728181445688,42.716298343875174,21.358149171937587,2.8176061576046947,"[np.int64(184), np.int64(212)]",2
361,361,28.488552055373116,10.398807754342043,91.25035346350967,45.625176731754834,2.8362032392621783,"[np.int64(24), np.int64(95), np.int64(156), np.int64(180)]",4
362,362,61.52764266350972,79.24989056089166,84.3863735704302,42.1931867852151,1.9338359926840933,"[np.int64(81), np.int64(127)]",2
363,363,88.118825140944,91.64190107011055,30.797354065354234,15.398677032677117,2.430181439163177,"[np.int64(12), np.int64(97), np.int64(104), np.int64(114), np.int64(140), np.int64(155), np.int64(170)]",7
364,364,52.658402882046914,53.794577915190246,94.0779939266334,47.0389969633167,1.220754810772116,[np.int64(199)],1
365,365,98.34339782345762,90.21312148042321,48.57867441828275,24.289337209141376,3.2698130544726647,[np.int64(222)],1
366,366,76.90469943201406,67.78949696185212,35.384219491399655,17.692109745699828,0.7858039672838157,"[np.int64(131), np.int64(206)]",2
367,367,67.15276967657582,84.29732964010842,6.544014924350119,3.2720074621750594,2.5712135012340482,[np.int64(18)],1
368,368,44.28730246222125,89.80877551269836,35.5399284311495,17.76996421557475,1.896739249054487,[],0
369,369,51.47671040351863,14.043952137105297,72.7247687563961,36.36238437819805,3.3219053804838383,"[np.int64(70), np.int64(184)]",2
370,370,5.790927689626024,29.138882053690274,8.6142447458305,4.30712237291525,3.8261764187529694,[],0
371,371,66.71688207038235,96.42004194547815,55.491956441474244,27.745978220737122,3.2082740955824556,"[np.int64(54), np.int64(124)]",2
372,372,37.441398387974004,35.38190325726409,40.93544262498761,20.467721312493804,2.631448534905713,[np.int64(135)],1
373,373,35.94531510216522,90.03674516042256,98.41111217976476,49.20555608988238,0.12170606134802364,"[np.int64(112), np.int64(120), np.int64(168)]",3
374,374,19.362329040249648,11.224999258738599,9.02458447368711,4.512292236843555,0.9109639733891459,"[np.int64(55), np.int64(106), np.int64(161)]",3
375,375,44.679332036908114,83.69903652886838,26.07328289844963,13.036641449224815,1.975781022648805,[np.int64(119)],1
376,376,92.96187394467545,66.72147067866749,80.81750687681976,40.40875343840988,2.203975880741945,"[np.int64(52), np.int64(56), np.int64(101), np.int64(137)]",4
377,377,98.046645884063,58.86621546814742,9.323517826446196,4.661758913223098,0.7919311997591794,"[np.int64(34), np.int64(100), np.int64(182), np.int64(183)]",4
378,378,40.4773628957148,60.12771725737763,78.33343240385119,39.166716201925595,1.652344503615545,"[np.int64(8), np.int64(160), np.int64(190)]",3
379,379,71.00583050156887,78.98695031091249,35.139718738748364,17.569859369374182,3.917080960143274,[np.int64(96)],1
380,380,64.96564952358355,88.09980607861311,57.81408043681764,28.90704021840882,2.9664124286092948,[np.int64(124)],1
381,381,77.05440616163654,90.8248379234579,19.28322690278018,9.64161345139009,2.233133696676994,"[np.int64(58), np.int64(223)]",2
382,382,42.83785131058563,92.31590211737402,14.983995953654924,7.491997976827462,3.930295554723651,"[np.int64(43), np.int64(202)]",2
383,383,87.54513240932963,7.382628156424853,51.64180662634507,25.820903313172536,2.8702380008501036,[np.int64(218)],1
384,384,73.81515456910564,90.64941252379208,80.98721638031954,40.49360819015977,1.243721521376358,"[np.int64(58), np.int64(130)]",2
385,385,49.84347858624524,70.17857629358541,18.151499929613387,9.075749964806693,0.7759631904007893,[],0
386,386,48.10424481098726,29.824579870551272,86.94312872948902,43.47156436474451,2.345109286082472,[],0
387,387,34.86651977183677,84.88330256044101,81.46345261265269,40.731726306326344,3.993419508397078,[np.int64(168)],1
388,388,84.73076883337349,41.44565348056797,17.112393768148905,8.556196884074453,3.3625636328019115,"[np.int64(68), np.int64(208), np.int64(217)]",3
389,389,5.975791796039398,35.027120734485415,92.375108173271,46.1875540866355,3.8430658937804028,"[np.int64(89), np.int64(187)]",2
390,390,64.05645935212185,68.86483169837135,9.033176428924637,4.516588214462319,2.0579213643581915,[],0
391,391,54.68681788063412,34.01007461241111,11.516699301619013,5.758349650809507,0.915630398897576,[],0
392,392,35.79839368611963,43.51419865163296,61.138038925689074,30.569019462844537,2.8895660747929455,[np.int64(134)],1
393,393,31.763187327394615,32.89537599189831,6.870706058751853,3.4353530293759267,0.16349944037607322,[],0
394,394,25.782169430853642,74.02449976749567,64.68981388552166,32.34490694276083,3.079156082711339,"[np.int64(73), np.int64(77)]",2
395,395,76.89194362148217,85.65674676693013,73.43033026875393,36.71516513437697,3.9160436760032913,"[np.int64(130), np.int64(150)]",2
396,396,89.88252193018174,58.67171662232342,60.874978696661316,30.437489348330658,0.13706816140891798,"[np.int64(34), np.int64(40), np.int64(48), np.int64(52), np.int64(181)]",5
397,397,99.85265777083544,13.157599736614179,75.33298368000123,37.66649184000062,3.2840607804972355,[],0
398,398,37.305452930520325,19.685205466531375,14.382189245102728,7.191094622551364,2.9944240233183113,"[np.int64(37), np.int64(153)]",2
399,399,45.26535292056957,71.37177590011356,91.96372664092105,45.981863320460526,0.5863349446042267,"[np.int64(0), np.int64(5)]",2
400,400,91.91710007237997,41.16264595084367,34.00036594024246,17.00018297012123,3.7722490424111164,[np.int64(228)],1
401,401,99.06516926063993,19.889221776744815,67.39964296043841,33.69982148021921,0.42598125508424145,"[np.int64(149), np.int64(191)]",2
402,402,65.09140038575057,82.73132277758496,70.02736191978643,35.013680959893215,1.669332568250383,"[np.int64(18), np.int64(81), np.int64(127)]",3
403,403,38.30663595637696,39.31224152234171,61.0226227093277,30.51131135466385,3.5262690802899823,[np.int64(134)],1
404,404,92.90661572687678,5.352962020731811,22.254127491340387,11.127063745670194,0.44889726331315405,[np.int64(218)],1
405,405,19.3334640766914,34.66078106091718,53.120509849149265,26.560254924574632,2.5178449080366088,"[np.int64(3), np.int64(110)]",2
406,406,73.21422191397015,89.01115413858071,98.96340153683012,49.48170076841506,2.6514259142284793,"[np.int64(58), np.int64(130)]",2
407,407,84.5364518667763,77.8038846924699,34.215543725777636,17.107771862888818,3.502769080939692,[np.int64(69)],1
408,408,4.276313794779885,0.036734375145786036,31.0045997919041,15.50229989595205,1.8483901185097995,[np.int64(60)],1
409,409,63.836289500067736,10.17702665445448,68.9359627143098,34.4679813571549,3.207263468238778,[],0
410,410,18.53129195793668,41.51252548317939,54.39857404556443,27.199287022782215,1.8072280723379226,[np.int64(138)],1
411,411,79.98299308884707,96.05223981193308,80.9005505807771,40.45027529038855,0.3119712715032983,"[np.int64(10), np.int64(179), np.int64(223)]",3
412,412,80.49355721591272,6.659633223555117,27.41718659794915,13.708593298974575,0.6123875873428912,"[np.int64(167), np.int64(174)]",2
413,413,19.751910684608543,52.831512705735065,68.8105364730311,34.40526823651555,1.881285129344164,"[np.int64(157), np.int64(166)]",2
414,414,95.96956390292436,24.029232003016666,77.49832187420533,38.749160937102666,3.480728714028594,[np.int64(191)],1
415,415,56.20661107547191,45.62225019615531,61.63752244402815,30.818761222014075,1.7152390806413718,[np.int64(146)],1
416,416,55.519388232336944,41.693395212880155,43.04462247794273,21.522311238971366,2.7813858725581193,[np.int64(86)],1
417,417,9.285121306796796,16.654207272882083,85.86385481292538,42.93192740646269,3.084309387260752,[],0
418,418,28.145372729439377,37.72689326657602,92.97251812970565,46.486259064852824,3.272308900695445,[],0
419,419,61.434629997963086,22.149017880295773,9.203937274950611,4.601968637475306,1.7250313873675927,"[np.int64(76), np.int64(90)]",2
420,420,67.26271392574618,82.84804905178515,86.00545554551559,43.002727772757794,0.13110360517345354,[np.int64(18)],1
421,421,24.415703383687937,33.909458847740304,22.929560041141656,11.464780020570828,3.2119015134553512,[],0
422,422,76.74657630849426,51.68330403809708,98.37801540960628,49.18900770480314,0.576234164363369,[],0
423,423,89.96517033276689,11.646325416191615,20.502262023841467,10.251131011920734,2.784876801002475,[np.int64(35)],1
424,424,10.956969204168931,56.584509541871086,44.92218596490209,22.461092982451046,2.9138958621640594,[],0
425,425,90.06752388088651,76.98715146690553,85.72053826001289,42.860269130006444,0.13178179412492952,[np.int64(69)],1
426,426,31.019549824420313,51.54330866863324,44.51556488982905,22.257782444914525,0.9250198119187538,[np.int64(50)],1
427,427,30.78740979600233,94.54309703916057,32.9471835877784,16.4735917938892,1.415616440719143,"[np.int64(85), np.int64(112)]",2
428,428,0.37097737500186856,84.50776272778745,19.70986682314978,9.85493341157489,0.8165771020549042,[],0
429,429,25.526451709202558,88.46220568448426,24.6128840683999,12.30644203419995,3.1901054434717597,"[np.int64(42), np.int64(142), np.int64(159)]",3
430,430,80.80493403229045,92.70205687863958,15.978324792029827,7.989162396014914,0.8691158893513253,"[np.int64(10), np.int64(114), np.int64(223)]",3
431,431,74.28982920807213,19.600075428073904,32.20130695297766,16.10065347648883,0.6669663204454506,[np.int64(158)],1
432,432,17.26966861550493,48.15533546282057,15.41989090073106,7.70994545036553,1.2867904738544889,"[np.int64(107), np.int64(152), np.int64(157)]",3
433,433,42.6593909598879,2.4548116523977592,41.891650815073,20.9458254075365,0.37648974434206783,[],0
434,434,49.35785311461767,82.57381885570963,82.75010540726979,41.37505270363489,0.32179406214960204,[np.int64(143)],1
435,435,60.12277576745202,83.45863819712365,27.607391578790356,13.803695789395178,3.0477060457983964,"[np.int64(63), np.int64(81), np.int64(113), np.int64(127), np.int64(197)]",5
436,436,89.07643464500933,80.61241514404442,15.19359799397293,7.596798996986465,0.03623999808953959,[],0
437,437,19.172410992184563,27.047734094662324,63.53738410851615,31.768692054258075,1.5370927009692736,"[np.int64(26), np.int64(203)]",2
438,438,70.34070306614734,35.30749605216086,19.670415342187027,9.835207671093514,1.2507593739441405,"[np.int64(17), np.int64(41)]",2
439,439,88.4324226389135,95.85323442450648,24.713709736400006,12.356854868200003,3.1538735480977653,"[np.int64(97), np.int64(170), np.int64(226)]",3
440,440,27.334873653987067,88.71315434314076,20.72683321564427,10.363416607822135,2.6638396747762276,"[np.int64(42), np.int64(120), np.int64(142), np.int64(159)]",4
441,441,8.421126471318253,97.38933239738695,71.56016774085157,35.780083870425784,3.367262957620341,"[np.int64(45), np.int64(75)]",2
442,442,56.66693393630345,47.68013639288602,64.07882718246469,32.039413591232346,2.114966046797792,[np.int64(146)],1
443,443,46.9384355145153,75.94502514576428,21.929090719230473,10.964545359615236,0.6846881926206341,[],0
444,444,43.18426506497062,32.0747916044946,12.04182920173729,6.020914600868645,3.3778819696749376,[np.int64(135)],1
445,445,77.16028066943498,54.39214998029848,98.03583104011506,49.01791552005753,0.29040026619042125,[],0
446,446,76.6669301027875,26.63703916090968,40.01689739463966,20.00844869731983,0.8771175408122702,"[np.int64(67), np.int64(116)]",2
447,447,78.90378914618653,14.424010202156602,84.80158628485141,42.400793142425705,2.6463105929193356,[np.int64(219)],1
448,448,5.902324526911473,81.09817316001534,64.63679303548304,32.31839651774152,3.619929278313366,[],0
